userid,age,sex,consume,user_star
A2DEB4CE2AADA36BC72F8792BE59AF72,24,0,74.4,2
8669B2697A0BF24BCE2BA2BB5B2EFAE4,42,0,8,1
9B7E856197659A8A420379B01EEBE232,31,0,42,1
2234A36A773C6DB46FC968A1F8604C46,33,1,1,1
4DC9C1537B242789792DC423BAB9A09F,57,0,10,1
5580B85BCE3EA916390467A25C892466,20,0,48,1
93DFDD581AF945DC48F00F44775221BC,47,1,128.4,4
00766D69E78EEC69E329C8ED49824C1C,30,0,89,-1
83DB71A089402EA45808331268029606,33,0,161,2
BB90A8BEB7A2CB033DB412877D6ADD98,29,1,49.97,1
BBB05C9DDC3EFF238016B0989B40211B,-1,-1,-1,-1
F9856E63145F020B5EC4ED6E7870D281,51,1,17.9,1
3EF4555F8E52C6AB5D970C6073AE71FA,45,0,219,5
E678ABBA0422982F630332C205A9F29E,27,1,82.9,2
EDF6E0665E359098D7BF0036FE995E4E,38,1,31.6,1
FAFDFA4731E33EFA5D93A8C8573E0064,49,0,32.58,2
61799D025E083403A123E12B6D27A9C5,44,0,125,4
66CD6466E83A4C161E6E344C0640D74D,56,1,71,1
CBA8082F6713F1A25D92DEEB037E1BBE,58,1,15.01,1
1985634D12F317019629A189E0351ACF,-1,-1,-1,-1
778D1476E4D93B08D1681299EF8DD025,-1,-1,-1,-1
EF9531B6D72F1EF5E414E4A85633F52A,25,0,8,1
10B66E5BDB58F07102C4A15F11C5EE59,52,0,15.4,-1
A3BEE1CBEF759B05E0A5FCE7E066B7F3,43,1,130,3
2BD2B0EA31FC8755B6A38961504C9698,35,0,107,2
730D215B2942B82CF21AD64FA4856F59,35,0,-1,-1
C666B9C55A572B1B83DC0CD1EB420DAF,-1,-1,-1,-1
E4C30C70133C9FF35B616D7D5BBD4BB2,36,1,29.25,2
3F6E62CB56F0CE04ECCEBC07715E1158,32,0,80.3,4
48355A25D50F36D3FFB54EBBFE81F39E,42,0,97.17,3
8135E66225D918384C13A5267E186FB1,26,1,88.1,0
B41459B5DD26B335B092A8C99F3AA1C7,36,0,140,4
C49298F60EA0F5D46B08A9B0270F8CD4,53,0,28,1
F957DBE20B28A18AE636CE5B49DE5B60,-1,-1,-1,-1
7B8045DFFE984850F1B89F556B86720C,33,1,-1,-1
7D1E587611658C6BA032C87FE00D4A89,21,1,61.1,1
EC9C11FCCA347DBBA2AFDC147C81A37A,38,1,13,1
FC7094A57589395ED92F49CA67C11B65,68,0,70.2,2
05928B3D1D70474B64EEDBC961A009F8,39,1,99,2
1BC499FD3726C87968F1993262082FAE,36,0,49,0
766EC528EC5A0FD9AACFACA39155F0EB,26,0,8.1,1
406BE43274F13E49289F87C4B3C19316,29,1,96,2
41E4883A66915BA679246D19072D77FE,-1,-1,-1,-1
81FBB29519B7CEC40A58607F50E59E6C,58,1,39,1
ECB49544C8B749365B4E0097D10BEF34,53,0,2.1,1
3D1209881AC24E0B8BA696415047081D,23,1,21.2,2
4F371804B57E6E7F1CD4D7B62E2CC1AD,25,0,74,2
75FF67C795085A01C7C21875A2365D36,37,0,7,1
CC9323EC97C4A8F5C01646BE912DFE1F,27,0,118.4,3
E1987C4B7F08F07DA251E834263DFF1F,52,0,130,4
452E5554B8750D8A08B7B605390F1D50,56,0,51,2
4D741CA28B2A44C44989609734FED4AE,49,0,43.38,2
7BF128C4D85ADBE862AC9A5069363CC0,46,1,43.62,2
16B97462EE9AF45C49C4398544C555D5,61,1,64,2
448E2775DDAFE667A476C7B0EA6AB8E2,63,0,17.3,1
4BC7A7B779CC83E5A5CA70A3961060F9,62,0,251.5,6
6E056622009B0B05A815B51C0BC0CDC3,-1,-1,-1,-1
F9BCA5B20FB9BD07197C79771BB01611,39,1,175.1,4
1200D088E5B9BCF9B604AFDC09E4CF47,56,0,122,4
28CE178F9AB801782D86FFE73A8E23B0,-1,-1,-1,-1
3BA9A12115A598C0ED8D00D00E71B4E6,45,0,2.9,1
4A405350F607064304BA8CAC274DD55A,40,0,5.89,1
5D4341D4BBB98272FCD9F1AA3F4226B7,40,1,2.33,1
71D45791E4C8DDD9EF789E4CD75B3A67,-1,-1,-1,-1
EFA0CDE32C143EAA2BFBA29606E25CCF,36,0,231.7,6
01338717EF375380183F5B5476BE6E1E,24,0,18.1,1
0A00AACAF27D88725553A990AD8850F8,-1,-1,-1,-1
354716C1C0E8D162C8DD2F642278F934,49,0,138.3,4
4FC0E12F7961441184C801FE3589CEA6,45,1,74.1,2
0FFBA7333FD4001A4AF77B006C5D725D,47,0,153,4
47059912213C16871C050D8E155B162C,-1,-1,-1,-1
63B2057F398DDED556D76F201FADEA51,45,0,162.07,4
6B4654038E944C8785B9E82E1B08C8D8,35,1,50,1
9A1519559B05F946F88583ABA3DE40F4,-1,-1,-1,-1
A2A8A0B8859E4624FD5EB0E52A18E83C,26,0,144.1,4
4461A728335183A5D8187467E3EA6E09,-1,-1,-1,-1
12096117D673559156024CBA19BD822D,28,0,18,1
BC424FDCB5B5E6F5D88FB9FBC4246C20,29,1,43.29,1
DFA9778CBBF4E76D61E72A6C545B2947,46,1,43,1
274292F61252D9AA94BBB564CD826ED6,52,1,129,4
3401F87BDF4DC138017780B5F66B652B,27,1,19,0
28B5B1C99838A9363C88C5EE47BE6EE0,36,1,91,4
5086E1E8FCA7EF049D44DE5FC3B51A07,44,0,20.88,1
6EBC4EA307100A052FCCAE6825649349,44,1,47.01,2
D972F4C278DE40D10AEE8264AFC375F9,44,0,43,1
8F985A42D2BA71CFC35DE4F0C11BCA73,39,1,143,7
A3A19112CEDA3A11766AE7602701A004,-1,-1,-1,-1
39752FA169B93B43FA4D7460D1F0D794,34,0,176.7,3
71EA2D80ED973100DB08605DB2995825,-1,-1,-1,-1
9A822BDB318ACBB9ED24F3A7833ED954,70,0,0,1
BB3FA22D412F2EB5FBB07507411F54D5,22,0,62.2,1
E2B92ACC1ABA30E71FFEC74969332FCA,24,1,56.8,1
FAC66D81BBC65FE2BC3770F7D03EDBA6,-1,-1,-1,-1
840F6D9DD758AB0DEE13B8538FB29237,53,0,53.1,-1
C68DB1F9CAEBD85970B8245EDB1A6740,38,0,109.3,5
C961DA4F99840C7F1F206CCAAE9BECF8,40,0,19.19,1
CB73824A8042D2A0CBBCAEC0A0398BE2,53,0,216.1,7
F149EDCD8F2FEFDA971B75118755D887,40,1,1,1
CCAC6E8B8CB8E56ADC6BFAB9FEF458CF,53,0,10,1
1DFE9D70BBA8D4F9C884DA9C092767AA,43,1,210,5
62BA93786E534B842F0DD87D8ADA76E1,55,0,168.9,4
6AE2467AE6EFBD78C0A6089F7DFACD4C,41,0,305.1,6
58BBC2EBDD6F268AE6F25B37C8862416,50,0,58.27,2
5B4FB0A2B323051E8020A4697B396DB1,53,0,43,1
98CD1051495F278C625B13A4D04B9845,44,0,181,5
C33B90D8EC6AD4448280BA3D24BF9431,-1,-1,-1,-1
484440EB936740E081817DB3BD28B5FC,28,0,200.1,4
1205BBE6F00E802BEBB32FB859C72026,19,0,0,1
6161CA63BA65E848693340DB4C3C2502,49,0,142.57,4
7C169D643590800650006BB68FA8F7ED,29,0,9.05,2
8AA034A8C2897098AC4A1A1821414070,34,0,23.71,1
961172973E6C7FE6E9C974926DDAA355,48,1,50.38,3
A1B261D6C0ABF9829076BEF6244D138E,29,0,8,1
E01C794B673D381B0BB0ECE4BAFE6626,31,1,50.25,0
03C67228C5CB2E2A68AA3FBD9CC99AA6,72,1,22.1,1
04DE88B3B4E841D2396E91A2D1B545C5,49,1,18.19,1
ED578A7BFFF63429BA167F2F57247124,26,0,72.6,2
F607DC12A155F654896707035B609885,-1,-1,-1,-1
042F933702D2960CBDEE3DF837F8602B,54,1,19.52,0
5EC98A4708860CB21B2547AD2F3A7FA2,64,0,128.1,1
6E08A315BB5C49A50B6A94CCFDD8DF81,26,0,15,1
D0D54ADD77EB11B57DA30EFB93681F12,-1,-1,-1,-1
D2F21871E5A0FD6B0BE5C7330579ED83,63,0,-1,-1
EB313EDB973482C3210E70CB01C9B2E2,32,1,144.3,4
33F113DA0F768E3AE236D9DB18876D00,-1,-1,-1,-1
5882D0DECB34A41F044EE904101ECA7F,34,0,11.01,1
2BC9EFF35C207F9601DD1EF92124579D,69,0,144.72,2
55121BDD0D1FE85D5AF5220749001347,44,0,115.5,2
C59C02FC48379DA7A3F19189289458B8,57,0,10,1
0CCF355FA2D4EF3A99DD3570C2BD5F64,38,0,36.42,2
8C9925E601015BAD50ADBBD7487DC256,36,1,285.2,5
95174F6D8D8FC008CA30661DFCC55880,41,0,171,4
9E847B91F28266739FA187155C484A31,40,1,15.65,1
EBBA05C44BF4B06F3323926331CC32B6,44,0,49,0
FA8BF75FE2B6D49CC03B83CE9E77466D,-1,-1,-1,-1
AC027BA53286A292F5B76C445BC035B8,53,0,36.81,5
BBAD03D8344822096C41A4CE5B8B7801,30,0,62.45,2
78DE1667669314142F3603A0AF9D287C,-1,-1,-1,-1
BC1799973606830A5BB764EB5AC411C3,36,0,51.05,4
FC9B465EE2D0AFFE4D413F8E767F3C0E,38,1,189.3,2
FFE016F74F7AC75AB256E4DD8355BBFB,41,0,0,1
072DBCB50FBC7662A3E6E81CD22F611A,48,1,61.53,2
1903686879330A2AEE23262DD250D053,35,1,1,1
287631FB3CB3584A467ADCB097AC3FA3,33,0,124.6,4
3899C0A24B0C75844A03B615BAC12458,72,0,8,1
E2849336568B0495047E7A1428203413,-1,-1,-1,-1
0DB35536A1C0B2955CCB35D0E195E3BD,40,1,9,1
1F87359EC0EFE988F2EAA02586E734F5,45,0,201.2,5
3D7547DA42BFB64274832831B4E4ED5E,40,0,50.18,2
5AF34127173CD0CFD3707FD92641A9A2,29,1,123.88,4
62C30178AE1EA71A6FB91F4AD48F25EE,39,1,103,5
6BEC13136DC609B9A3374BA61BA66391,27,1,90.95,4
75B1EBB8D8F1929058979E71CEC2635D,48,1,8,1
81C69B7023C762BBD2E5B0A1E5B180FA,30,0,8.02,1
B9EE762DE796DD22F50AA2EA49C8935E,-1,-1,-1,-1
C107FBEEEDCD9E15F29722F02C70AC06,32,0,0,1
EC8E60CC989419157D5C9CC738565847,59,0,-1,-1
41EDF91A05EED14E1B05786EE167DF11,61,0,68.9,1
CDBC8F4FCFCDEA4A862C8FFCF8A1AD30,45,1,285.9,4
1C88F0F1F9096863A0A383615D9832DA,55,1,8.02,1
3DD104593DB802A30D9FBD0804B05E33,-1,-1,-1,-1
62A1F97028A284615CBC8BF0C0527CC9,52,1,19.19,1
02208C3C8C32DBFF4788DFAF67A3B14F,46,1,22.04,1
97A307B2E3ED347D144AB889AE868A5A,60,1,1,1
A218604296F27470FCD15BD13F13900B,33,0,8.16,1
519569AB7127FBA600EA1E3E420E8AE5,-1,-1,-1,-1
0160531E5C90F8A09B59213092D7F398,51,0,2,1
2C304619EDEC13280C530B7C4E28466F,35,1,168.2,4
401096E8CE3D5FF30C836CD533B7EC9E,58,0,203,4
A39284BC781FCC1A3C4731BD50E1DF92,27,0,8,1
12BC68EDCA47150057A201402FBA0C72,58,0,-1,-1
2511B6A09A7A5850C6D042ED327A1739,61,0,110,3
C86CF6FA0162EC886CB33DF4300CEC35,55,0,59,0
05052E794EB46B04AA0A95D46AC37D23,33,0,10,0
5BD39906455141DFFBCA0B1F224B5DAA,29,0,54.39,1
99B30507849E97BAB2623731C0B00E3D,-1,-1,-1,-1
A1A175ADF27ED06A6EE1601E674BC62D,29,0,48,1
B086102972FA84F3E1156F00464947EE,38,0,268.7,6
F71AD187938CA8B738CE09EB656096AF,-1,-1,-1,-1
4B69E66796D937EC60A32EEFCC798C3A,77,1,56.92,2
9B7B801AA6BF50FEF61F71DED81B520D,-1,-1,-1,-1
3243EE2F88848ECB3997A70D7D00BD55,-1,-1,-1,-1
60906C243D666D2437D3E3FD9E5F508D,36,0,82,1
7F081683B60954F798F3FC215E3841D5,23,1,0,2
B2DE9D6F037B7F212D395B64F99D2DA0,51,0,27.98,2
4DB2A043AAEDB2E41330A500278BCE9A,-1,-1,-1,-1
3F1102F1CA2A8D43646DD80776C18D74,58,0,1,1
92829225EAF1CF2FE40746317C731BC9,26,0,9.2,2
EEB041C8F84F42DFC142B89EAA2D1845,44,0,41.01,0
1687B4E5FD368AF79F7AA06898275B1E,47,0,91.3,3
24E50595AB87A3C7E57F850CD943D7B8,58,0,124,4
30466A7D26B63D94AAC72673DD8BE90E,22,1,161.9,2
3376240F2B6B40A7938079350FBB9608,24,1,58,2
AE669D23734A19F51AEC1834A2AB7297,30,0,-1,-1
D18C6BA746C9F87B1D05712B43D6A1A5,33,0,8,1
01E1CB335D9D0F2357F65FD2F27FCFB3,-1,-1,-1,-1
A4D20554E3F0F535981585C19F3378EC,-1,-1,-1,-1
C23383E5F089B78F3B9A45BF4D797F6F,25,0,41.1,1
C60CFF68DF3A9F9CCFB7EB8D72D026A3,34,0,2,1
4107945FC278C8E109A01FF0080932A5,58,0,0,1
41E538F751EB07E4D0A56EFC7AFA5566,24,1,9,2
738411DEAC5379B1568F507D7D555245,33,0,12.49,1
08F667635CBDA20BAE998E0A6542DE04,29,1,206.11,4
91677F2A233ED11A73B51B252AD62686,71,0,71.3,3
A68CC68C0016EA36BA182E678ECBD22C,-1,-1,-1,-1
C244454A6BE4C57229A63B344045711F,80,1,1.4,1
F75C4E38E2D2AA542EB3EE5A129744F5,60,1,21.85,1
E4E960284532CFED81526247D8545BD0,36,0,1,1
E68BDD8CF584F96E0A45728429773486,27,0,61,2
21B26E87FF40B861D019630644A73ED8,56,0,60,2
ADD6D43BD376BAD1436F167639E2E533,52,0,182,4
FE7292B6F2DADDD58DFD5DE830086F7F,45,1,210.1,5
4D03DA62512F9AD4391383AC1DCDEF16,40,0,2.1,1
575F4BE0F0FB79F2B841DA2617C89DB1,71,0,-1,-1
58A08FF1733A1CE9B2334F43BEBD5C64,53,1,42.1,2
65BE0CBF1DC17EB0A0641722FC3F010A,47,1,143,3
9AF118A7B4745DAEE20210A229775E68,26,1,45.66,2
9DB29F825737916B732A75F9368301D4,-1,-1,-1,-1
EA26EC1734EE80FDCC6EA2B3EFD80B0B,-1,-1,-1,-1
0AC63AB9963B4DADE42EE7C86CB003FC,23,1,67.36,2
E3F72EB944DB4C998556DF24E2B8A910,35,1,87.94,4
0B3D79323355902D5F9DF089CCABD54E,34,0,180.24,4
0D75A6B0D9D7E0CE691995D23C6BA6DE,67,0,8,1
1960AD4CD0B13B4EE820381A23EF2014,52,1,58.76,1
27D824CBF4029172D01E46E74E819C3C,20,1,68,2
78CEE669E5B260995AEBEC3BBB063D35,47,1,-1,-1
9F7AB37EC460228754AE505CDAE029D7,59,1,9.1,1
A939E7927C962A31A3283DE2A07DE31A,47,0,9.19,1
B3709C325ED6B8FC0A5C34FFD3011AEF,50,0,196,2
02ABD43D9FE038BC4EE5F8A0812F466A,50,0,225.4,6
21383DEE81EDCEF4C4357A79ABDBECA0,30,1,145.1,4
4EFBC06EA356082782EC609CEFA4A49B,21,1,101.2,2
A6EB355E49C9783A70EC92E72CF87B30,-1,-1,-1,-1
60A091B9C05949669F52796C2AAEC8A1,-1,-1,-1,-1
C41151E386B54727FC9C0E0F2B16F7E5,-1,-1,-1,-1
11C11C9388ADEE371D6E7097B657CADE,36,1,31,1
21B3335121C4DB336D14F15853296F70,38,1,75,2
60E99136A14AC4D877BDD1205BDAA673,58,0,66,3
6799871A3EB9B57DE2E29DE19AFADA42,32,0,321.99,6
789ED9F2934C4263B9C13E7E536D1B9A,35,1,240.3,5
88AAB8DDAE937E1CC5A3D05CC0A01774,47,0,14,2
9259A38F36314A62944D18B7ADE61E3E,-1,-1,-1,-1
581B0272F91953912EF423BBA5BCFD07,56,0,1,1
72ADAC18E847F9968E39FD6E50E9EFB7,25,1,54,4
D7FF77F380391304601CA9EEB055D651,-1,-1,-1,-1
EE57D2E38901AF2B3E4C5902754DDF3D,-1,-1,-1,-1
EF9B99C0E7A061D6951732A60D4655D9,52,0,29,2
8EFECBCB7DE5CDB73DF01593E6F2B726,25,0,11,0
0E6594464E53908997C83F7B01E32CFE,29,0,19,1
4D4A3F7B00BD81DC2DFBE54EC41A80A4,34,1,11.2,1
6C8841FA67CFD8D470487B8C249D3F39,42,0,59,1
8B153B697DF747ACD10618A86FA0EB6C,-1,-1,-1,-1
5932859F8A7A5DD01FD5BBD39CB3F0DC,-1,-1,-1,-1
B92C00001825C0AC4C94ED545CDB355E,52,1,8,1
FA732295EF7B1FA2A183B3CCE672DD34,-1,-1,-1,-1
5C29FBF619B24A7EA129D9D8CDFA1AF4,57,0,33.5,2
F03CB880C4FA4A550C5EB460D8ADC3F0,21,1,39,1
673F9FB80DE8B6D9936B531EA1975ED8,-1,-1,-1,-1
A31A3BAC6FA80D6B09D53A15B775C316,39,1,71.93,2
0B39B7826D7E11E809DBFD602E23DEEE,47,0,61,3
401AD41FE2EB378DF2A9E59A875D1F51,47,0,11,1
5A4A12AA865C703DB6D52B39D618B843,33,1,0,1
2C2D8DB01DA855331AA4DDB2C0FBDF30,44,0,0,-1
B4E679A2C6F1599C8E59251224DF097F,27,1,0,1
CBFCD0D5ED923E89F535F122762F5CA2,22,1,60,1
00BDC86CF91D9A09BF9A3DCF1B9EC9A4,66,1,9.05,1
D69CDDFEE1592A8D7ED02FDA1DF1F996,26,1,10.19,1
1E09518FC55621D702449CA1FD73A71F,37,0,9,1
5090B1023BF8B151F219C97DE5A18BE3,45,0,10.72,1
A3B26E24E543EEFEAC392BDE03698A9B,40,1,64,4
383B446CED5AC409CF0B0798DBA7ED6C,42,1,20.61,1
8D47BCBA2284AC07754302B6AED89B9A,23,0,114.8,3
A662646087DAF278A3E48D95D68D13FA,30,0,107.94,3
B441DB8765A0422592E52BE8E648A660,67,1,9,1
08FCD79497F16DE4480882F776334884,33,0,206.11,5
358E17A4B026E19C1E9841E624555F79,-1,-1,-1,-1
52969043DD5577A21E14D293DC3C1943,31,1,-1,-1
6CE3E95DEF0F306A808393719E8B9483,74,0,0.57,1
91AF119DD0A4A13945FF6FD896749C45,39,0,0,-1
AD49F7CCB8E8A47F4B9A18C816694AE4,72,1,34.55,1
00296347C39DA58EF8CE2DA471EA33B4,64,1,18.25,1
E76BE671E4D466F88333F5428D934BF6,45,0,0,1
BA5520A22B6C21812DBEA740E2A88F66,39,1,109,3
BC417108374760E3B1FE896729A10D10,42,1,60.12,3
5BC7D40968D1CC814C7E5F624C0D737D,58,1,17,1
99339430D9D02BAD072F2A0C5237559A,32,1,8.1,1
B1E964C9A6821962505953FC29603F18,43,0,41.23,0
B8D57A72FC58D2025AE0F97A081AF23A,-1,-1,-1,-1
F3901BF7B991B97350CD2B8DE7670AFF,28,0,18.35,1
2C66C2FB92F5A51A01598BE1683D797C,40,0,64,2
7D67999024B12051A70B9098BFACA7A3,-1,-1,-1,-1
C5C86FB23FABC9A72C24C079A3DC0C31,72,0,15.06,1
118D08EC1D3A18E06DF936885D94AD90,20,1,66,2
7F5CB5069C9A7C54D9785F66870E820A,24,1,60.5,1
81EC33A940F3A4969E6BD4D9ABC99235,-1,-1,-1,-1
C64382708D454EC33E6BFFC3100C4C50,24,0,0,0
0BD31E8B829A749D155341277F71B7A9,62,0,10,1
6C71169D7E07B966C3473429656FD47D,42,1,121.33,2
91187BC4788717C5B6302D325915422C,51,0,8.01,1
A0319A7D1F49D96B8B3E68F24BCD343C,38,1,40.6,0
BD9EF0593F44A3F66220A527856222FF,51,1,199.65,2
C52C658953FE9CB82955E06C18880028,35,1,112.25,2
C68123A43E05B6AABAF98317D8F70BE5,-1,-1,-1,-1
DFF275D3453C1BA847CC4DCAA9F27E8E,55,1,20.71,1
80BC928A0E999C46B6A9A3DCCB0ABFBC,45,0,19.9,1
8A8FF3956682BDE40E3D1E9C80FA33AB,64,0,69.64,3
A91BFA7ED9F3AA26EE1E87A03AEC27B5,19,1,-1,-1
D3AA065351AEBEE30FD6EA5E332065A9,49,0,206.3,5
4D2730730822D97986B0D61BD8CEB7B3,-1,-1,-1,-1
0F3363CA9E237D8E1264771EFBABEF63,-1,-1,-1,-1
1DAEE841F1233476F5EB6A5E40E853D4,45,0,20,1
2BCA72B38CEF2A64C9CE18291281C332,47,1,25,1
3961F84E91AEAFC5C06B83938ECDDF52,30,0,94.56,2
7CFC3AF5A623CC14F68C668065A72FE0,57,0,198.95,4
A39F0ACF06EAF439EBEC7BA4F88987AC,69,0,40.71,1
A54532A6E7A18725F0B0EFB909F0A4F4,-1,1,30,-1
6FC331B66487CF9081236285DA037D48,73,0,9,1
568930C98DD93CE13D2FC2C4ACD3A448,43,0,17,1
71FC9351BECF256B1EEE60F3A71BE7BE,54,0,175.55,4
E926F6AEB1F0AB63E88D82C0EE037875,30,0,38.1,2
28C0278C5E1A77EDB32B7D27F586DA09,-1,-1,-1,-1
5A0A4DA0732CE179FC59B3494A58A13E,53,0,65.02,2
5F04DF4A8CAEEE7D72F8D5F3EBC020F9,36,1,1,1
EF77AFEFE089EAC1F4ACE8E92EC32297,59,0,-1,-1
592C5BAD5E2707FE79BBD964CD8C75FE,34,0,81.4,1
B0816C11637710A6358E8F0C63BD0D88,59,0,21.8,-1
FD91C60F883F2B1B8D6C54D21E32435A,22,0,62.7,1
D3416EBD87510BB8AC67404C0CD68FF4,48,1,171.1,4
FFB641AEB478D976495C78C45C296B72,25,1,180,4
2F82F39F3BEC8C868BD59F54383C0EAC,26,1,145.46,3
BAA5E1B149412DF5BDEDEFE45A03AA28,-1,-1,-1,-1
E783007AA8AB63D398A93FE7E5867E2D,37,0,0,1
12CEBB8737D66ED44BF8C9846C08E4E6,58,1,8,1
443E3B891F8653B5256998C6387B79A9,24,0,-1,-1
4776A999A8CA3A623FAB04EC6ADE0F24,-1,-1,-1,-1
8C09397F9B09D3F39C2752E4193B20C3,-1,-1,-1,-1
A61CEB888D9E1DDF83A7701E1D221093,47,0,216,4
B0C64ECBAA6090DF7B1F2A86E293A51C,-1,-1,-1,-1
D1579D0805CEC610334487A3F26951B8,26,1,1,1
7FB0C1E906DAB5F800FF300E801A74DF,-1,-1,-1,-1
297EDBE5908109549217D1383333FA39,56,0,-1,-1
538E4906304C1FCF27E496C4AA0C4314,37,1,20,1
62284C41E915F60EB1C9C3C61A1B5A4C,49,0,147.69,2
852C71ED595B20CDB8E87BBCBB37F3F8,42,1,218.2,4
94D7486F68579750810A4528C08F2B44,-1,-1,-1,-1
A43EFCBA41BF5582B1B3DC1A79E592DD,43,1,24.2,1
B43AB1885284381AFD39CC1C1F7C2C84,38,0,188.03,4
C61B2813B532C1F5FCF72F5B9DC41204,28,0,2,0
1E05F438FD058C56555ABA30182302EC,29,0,8,1
C61D1077BC72CC0AE13B1B0AA7C72854,37,1,8,-1
F972AC788CA50CFBB58BC6F1FB9CD952,45,0,98,2
608E3C74109CB3F96BDCCA593118A51E,25,0,21,1
87992DA57908E96E7B8EB8876E7A650E,31,1,11,2
DB56D952B514C72CA99D40FB4B3BB651,-1,-1,-1,-1
71AA0CAFD610C2DE6047DB197E0C232B,-1,-1,-1,-1
E5266E1F32D383E3F3928A86B9A4886A,34,0,176.2,3
055121D7D6B055113702196281268E58,-1,-1,-1,-1
4EDDAB4690F144AFE15A9363360795AA,-1,-1,-1,-1
784C3CA6EF0421ABF6BD811C7C3CE327,24,1,102.52,3
871EF3C9F19D312B442C68183691D5CA,49,0,8,1
DF9C9B85AFE0EEDAD374DB627A7381DE,35,0,1,1
56F02AD454171008937FDB3338D91C27,45,1,35.57,1
5D575E6660BAF56DF42E06C79EF60951,36,0,171,4
701D5320F5C87417CAF979F69136E36D,-1,-1,-1,-1
A13346B57859F8C9583D94039C408569,-1,-1,-1,-1
D87D3FB25ED64FC853A99F983BC22DC1,55,1,21,1
4229262E2AFE8BE027305CAE0B007A47,-1,-1,-1,-1
548FC5C1E80081E8D4D8D71FC9DF187C,43,1,233,5
C34E3E7F92A33240F19B8E8EAA38CF13,36,0,276.5,4
FE300AE141F82BA65408C0E8FF4D920B,-1,-1,-1,-1
059FD88635891C883916E9AEE3E06FFF,29,0,82.23,2
22854C9E4BBD76069DE3EA8681E5C012,29,0,1,1
BEB6656CD3E650015CA5D7C3E1B8D0D9,37,0,140,3
C1143052A836FC969CA9F4176E993CD4,48,1,3.4,0
EF613EEAFB2513AF2BE658367423DFF7,42,0,-1,-1
0DB8FF4E27E9F801302DBFC509BF77C2,35,0,265.45,5
841C4B14DD0E2170C2D9ED99421C66DF,24,1,-1,-1
8835CC27ECAC3E377DF26151B3220D37,34,1,9.26,1
F5783F38371A21D4E629A5C7E26D93C1,22,0,85.78,1
20448FC3D95061183CA4E59102971355,-1,-1,-1,-1
49E240E127873ADAF0A2DC13B74DDFAB,58,0,65.32,2
7BEAB69672E588B97F74BDF50120F1C7,61,0,8,1
F10CA20440691CF3D197B5AA396EA2A7,27,0,150.66,4
AC8E338C079A06B035706070951194C1,73,0,16,1
EC2910923BDE224310B825DE640B8A5C,44,0,119.88,1
032F878F5A724914AF57C4E770FE6434,35,1,22.2,1
0436EE0615A9AA62DEC0A939FD3F5489,-1,-1,-1,-1
55A7C807DCDBB53F1424B77AD84D753B,28,1,152.71,2
BC73CE40DC25738BF2512266C496FD5A,36,1,62,2
2CEFF7595240E559D632B1155AAE2CB8,-1,-1,-1,-1
6695E07C4786DE75DC5390FC8E2A4F73,33,0,10,0
DFF756BF73E773C7230665DE58FFFDEF,47,1,250.98,4
014A21351B20B1EBCE60B065F7D3BC59,48,0,9,1
17FA0D1475B2C6AA3F02CE0676981470,45,0,11.55,1
360E932793DD49F73B098B4737725938,56,0,35.36,-1
3D03AF68A602E0266061710687EE2BB2,53,1,230.5,5
629292AA9DE197B33A2DB98530820D9C,59,1,28.45,1
66F14A89612A649548BEAAF71F81310A,48,1,50,2
7C54E56F9274099E3590707E92AF9D45,-1,-1,-1,-1
291B1AFBE8199711F0D0B5D807DCE739,-1,-1,-1,-1
54F1D4BA93C19288D3B49F730DB805AD,61,0,123.87,4
7033EC9CC9B2A021EE1B413ACBC9461E,28,0,88,2
B987472482C2C0A95C5728B622E282BF,34,0,33.5,1
2EFBF8CDAE65DF3E148E1096D19F5A9F,51,0,88,2
9141D0079FFA9C1009094E1CB193F0A1,25,1,30,0
A422CAB9B13BC3DE123E4BD3801168FE,-1,-1,-1,-1
C8A94201FF50A52283E9F07CE4B3866F,-1,-1,-1,-1
DBC26E882F54793F626516C602752F84,40,0,544.9,7
7E8F4899CD21B350852952A07C1E8298,27,1,774.28,2
ECA6037CF9ED4E455B7A6C78F31D897A,-1,-1,-1,-1
542333D6B187E614AA9F32CDBBB1E648,25,1,70.6,2
5D258CFA3905E3B11F7CDF08A6E9B7EB,48,0,208,5
903949B1F7281C16F7FFBCD9D49C35E9,30,0,0,2
CAF2CBB98736A363280D2F2F99AE037E,38,0,88,2
0357CD2292C8E52D1FB2176F381CB4F6,25,0,98.2,2
16D98FF378243FFFE72BDD053CED0859,73,0,10,1
25B9D7E940C3282D6DCF7F5A48558173,-1,-1,-1,-1
6DB4AC618F2FB13A19FC2360A4A6208A,30,1,-1,-1
DFC2AF3EDAB1F2E8C51C6BA4D7552BF6,33,1,141.1,3
00A0C36685C4C3129EE252E5BDA845EC,37,1,72.95,4
958AE62DBF7267E4295CEC6D9E92306B,56,1,129,4
C5B03960FF24C231282112C47A3BC4F1,50,0,46,1
D4B7886DF844782838F741182C18A4C8,-1,-1,-1,-1
2F6BC92A7FE128BEDE826AAACCB5ECDF,-1,-1,-1,-1
8FEFA86AF23CF927C03297155C9FC331,-1,-1,-1,-1
9408E358170E431822FFC2B99465643A,-1,-1,-1,-1
A25D02B5F6D3F290757BD22FA8C85FA8,-1,-1,-1,-1
07FBC81C2190DB8998838149DAF7073A,54,0,70.24,2
