,msisdn,region,prov,stime,ci,slongitude,slatitude,end_time,end_ci,end_longitude,end_latitude,duration,lac,lbs_region,stat_date
485,E57F8D3CDC735410941C92E191FBE4A2,1000517,32,2023-07-13 17:03:55,9818067,118.955507,32.137138,2023-07-13 17:05:45,180093016,118.95701,32.133091,110,20994,1000250,20230713
486,E043CB40129E934324819CEA80CBA56C,2100429,21,2023-07-15 11:10:20,84156699,118.962401,32.156428,2023-07-15 11:12:11,84156700,118.962401,32.156428,111,20994,1000250,20230715
487,81447A8CA8F8498766EBC7732C28D3B5,1000510,32,2023-07-16 23:50:50,43218223135,0.0,0.0,2023-07-16 23:52:41,42957598748,118.72239,31.97175,111,1048654,1000250,20230716
488,04D786ADE837219DFBCCA5A7FF3CBD8D,1000250,32,2023-07-10 17:41:58,230974783,118.86945,32.045856,2023-07-10 17:43:50,9878998,118.86483,32.048272,112,20999,1000250,20230710
489,AB2DD035AF8F782D3FBE84E8FB1F897F,2100753,44,2023-07-12 10:24:32,9601197,119.02052,32.244583,2023-07-12 10:43:38,220462109,119.01152,32.22235,1146,21005,1000250,20230712
490,501EBB3C02AB27D03FE17A139E854F2A,1000250,32,2023-07-14 13:24:13,9247941,118.83304,32.368706,2023-07-14 13:26:08,42964611095,118.83295,32.36823,115,20998,1000250,20230714
491,69389DC61F17552EF1CC599EF1D2D8B1,2100551,34,2023-07-14 10:17:56,9781968,118.81752,31.872002,2023-07-14 10:19:53,160957902,118.82031,31.873236,117,20990,1000250,20230714
492,A1146C58D483F75A55E0013A1AEF2CAC,2100550,34,2023-07-13 17:36:06,178217903,118.95255,32.135858,2023-07-13 17:38:04,84385829,118.96178,32.135944,118,20994,1000250,20230713
493,8AE3047DD64A361B4237155547078204,1000512,32,2023-07-14 08:44:54,230898987,118.82656,31.91699,2023-07-14 09:04:51,84123462,118.82656,31.91699,1197,20491,1000250,20230714
494,5131790AEB71E8C7E2E1BBC9F5037BDD,2100210,31,2023-07-12 09:48:52,9853216,118.98183,32.11949,2023-07-12 09:49:04,9893311,118.979823,32.119985,12,20957,1000250,20230712
495,CA6723F09300C9E8CB6A172AFDE458E0,1000250,32,2023-07-13 07:34:26,114113505,118.74902,32.10449,2023-07-13 07:34:38,84149567,118.7612311,32.1009111,12,20955,1000250,20230713
496,9202CC3D15E082D485CA717582135A8D,1000250,32,2023-07-13 23:09:03,230946593,118.84197,32.109867,2023-07-13 23:09:15,178215105,118.84713,32.11485,12,20494,1000250,20230713
497,352C3532E6513383D7964FBBBD8AEE1A,1000250,32,2023-07-14 10:04:14,9195212,118.841101,32.336053,2023-07-14 10:04:26,220731676,118.84517,32.333187,12,21009,1000250,20230714
498,0CDAAEDDE08B199AB1B5B5EB0DD9036B,2100566,34,2023-07-14 10:43:09,84824886,118.9649001,32.16006,2023-07-14 10:43:21,9827773,118.975365,32.128716,12,20994,1000250,20230714
499,A08E26500807C0E096A4996CB8EF67EC,1000527,32,2023-07-15 09:58:06,220742436,118.78865,32.089466,2023-07-15 09:58:18,84091418,118.78191,32.086586,12,20989,1000250,20230715
500,BC99CE852332A7C2E52A2F9CD3F62BC7,1000250,32,2023-07-15 10:44:41,9382854,118.824905,32.08163,2023-07-15 10:44:53,84186652,118.82422,32.07763,12,53518,1000250,20230715
501,635600B5BEBE11B5474F3D6D2E6EE313,1000250,32,2023-07-15 14:08:25,84253732,118.854774,32.10751,2023-07-15 14:10:26,87378244,118.855396,32.105712,121,20494,1000250,20230715
502,280DE2503CDF4FFD870EDAFEA8B1C3A0,2100395,41,2023-07-13 06:32:34,9613241,118.937131,32.095116,2023-07-13 06:34:38,178154928,118.937131,32.095116,124,20957,1000250,20230713
503,5F3FF6C0F774398077FC33FF493D8570,2100210,31,2023-07-11 08:05:38,180304215,118.74195,31.972178,2023-07-11 08:07:45,114197207,118.706474,31.985611,127,21000,1000250,20230711
504,FA21C1D309493611614FC422F50A8A21,1000511,32,2023-07-14 10:33:35,84458267,118.735511,31.995461,2023-07-14 10:35:42,180222299,118.74551,31.985458,127,20769,1000250,20230714
505,A9ED1AB2B0A66547BE5783CF7271D1A6,1000250,32,2023-07-11 11:23:04,9270726,118.72151,32.24236,2023-07-11 11:23:17,9262023,118.93874,32.18869,13,20772,1000250,20230711
506,61F0B4AC00C433D8A7DA361513E86451,1000510,32,2023-07-11 16:55:45,114052313,119.01361,32.18479,2023-07-11 16:55:58,220646174,118.905094,32.116421,13,20956,1000250,20230711
507,E23B0D5B1E5F5099DA3213DC0BF21B75,1000250,32,2023-07-15 12:25:18,220370239,118.94085,32.131107,2023-07-15 12:25:31,114032087,118.93343,32.13573,13,25310,1000250,20230715
508,4A86F9DC64C627AFD30806A34821F451,1000250,32,2023-07-16 11:37:10,220312127,118.90822,32.040176,2023-07-16 11:39:21,9865393,118.91384,32.048904,131,20963,1000250,20230716
509,CA3ABF0741FE622D676F8100905367EC,1000250,32,2023-07-10 12:11:31,9932975,118.999122,32.225127,2023-07-10 12:33:52,4294967317,0.0,0.0,1341,21005,1000250,20230710
510,DB522397FD5B0D0BE0A8E46C1747E2D5,1000250,32,2023-07-10 08:12:14,42954457114,118.73255,31.984362,2023-07-10 08:14:31,43172417562,118.73421,31.995213,137,1048628,1000250,20230710
511,5ECAC07C4B9C7522B59A769D7E15C648,1000250,32,2023-07-12 14:33:26,42957045783,118.806206,32.044533,2023-07-12 14:35:44,42957496344,118.80073,32.046642,138,1048602,1000250,20230712
512,CAF880AC6A983D26B4E879EE916CE5D3,1000250,32,2023-07-12 19:06:18,9259460,118.959595,32.227192,2023-07-12 19:08:36,220549174,0.0,0.0,138,21005,1000250,20230712
513,F657F09FB8D024B5FA678CC7B8AE682F,2100210,31,2023-07-14 08:47:30,219139633,118.974894,32.128744,2023-07-14 08:49:49,114134486,118.98799,32.12162,139,20957,1000250,20230714
514,DDB26B0F74E0A533CB54543997ECAB26,2100394,41,2023-07-16 08:31:27,84826681,118.98091,32.15141,2023-07-16 08:31:41,9403605,118.98669,32.143505,14,20994,1000250,20230716
515,D755CBABA88F39683567A6E8A8CB3480,1000513,32,2023-07-16 11:39:32,178196665,118.74627,31.97226,2023-07-16 11:39:46,180309079,118.74309,31.972778,14,21000,1000250,20230716
516,A9609A0F49A9E47745957FC277B275C8,2100550,34,2023-07-14 13:35:13,84826424,118.95367,32.16631,2023-07-14 13:37:33,84826421,118.95367,32.16631,140,20994,1000250,20230714
517,BFE9CBC28B6F10C329CE1F5EF7AD122A,1000250,32,2023-07-14 16:10:02,84853537,118.81931,31.93088,2023-07-14 16:12:22,84661068,118.817846,31.933522,140,20964,1000250,20230714
518,4DEA22AC760F41DED6D0743696653DE5,2100556,34,2023-07-11 20:08:14,84923464,118.53097,31.812193,2023-07-11 20:10:37,161246136,0.0,0.0,143,21016,1000250,20230711
519,2BC605ADA6270FC4EC9548CF9A5805AA,2100210,31,2023-07-16 17:48:33,180232286,118.851345,32.014357,2023-07-16 17:50:56,161111725,118.841,32.002537,143,20504,1000250,20230716
520,698C527080986005874FF9C760A89A49,1000523,32,2023-07-11 19:30:23,220692824,119.08985,32.23438,2023-07-11 19:32:47,169705871,119.08058,32.261078,144,20994,1000250,20230711
521,6F9DD7D2895E493AB47348903612A6DA,1000250,32,2023-07-15 10:52:40,220605474,118.95451,32.15394,2023-07-15 11:16:50,230436928,118.94993,32.153736,1450,20994,1000250,20230715
522,89C811384399C0B3B68A5EF35900467E,1000250,32,2023-07-12 07:54:48,83968289,118.705791,32.002585,2023-07-12 07:55:03,84339500,118.73103,32.017735,15,21000,1000250,20230712
523,531B18F042C74AF2D7F87A21D28332EE,1000250,32,2023-07-14 00:47:37,42961223705,118.74669,32.02037,2023-07-14 00:47:52,160958152,118.749531,32.019331,15,1048638,1000250,20230714
524,8835E5435EDD54123319813E16DDF5C7,1000250,32,2023-07-14 21:03:29,84572195,118.770711,31.972811,2023-07-14 21:03:44,230705177,118.77838,31.974417,15,20969,1000250,20230714
525,B87050C693237F9AFA4169676E51A735,2100557,34,2023-07-16 17:15:29,220213793,118.952722,32.11773,2023-07-16 17:15:44,220214049,118.95306,32.1175,15,20957,1000250,20230716
526,268C8A26069A9CE269DC4CAEDAE73157,1000250,32,2023-07-14 19:05:13,178108860,118.66606,32.06207,2023-07-14 19:07:45,161110191,118.717606,32.035088,152,21004,1000250,20230714
527,4415BF8F15D8AD82EBA15C2E978A5EED,1000250,32,2023-07-14 14:50:17,29243,118.831474,32.16864,2023-07-14 15:16:45,84824887,118.9649001,32.16006,1588,20763,1000250,20230714
528,6B9AE4B2D905AF8FCBE49FF2CAECB1F2,1000250,32,2023-07-10 15:39:38,113898332,118.79325,31.991638,2023-07-10 15:39:54,84148247,118.79286,31.987436,16,20774,1000250,20230710
529,61B6352FCADD131A9AF9EB32617A3B13,2100210,31,2023-07-11 14:46:03,9525935,118.899832,32.364406,2023-07-11 14:46:19,161466544,0.0,0.0,16,20998,1000250,20230711
530,28D5C09EDE69938F4B4C70B0AF7A7E00,1000250,32,2023-07-12 04:26:12,43172286487,118.73541,32.00253,2023-07-12 04:26:28,9359029,118.7354911,32.0033311,16,1048618,1000250,20230712
531,07EBE9BD146CB342326A63280D93A603,2100591,35,2023-07-14 08:34:45,230966587,118.82598,32.05685,2023-07-14 08:35:01,230964032,118.82852,32.05228,16,20506,1000250,20230714
532,88A747F99491230BB9BC4EE08106A0D7,1000250,32,2023-07-15 20:41:28,42954211351,118.76599,32.07006,2023-07-15 20:41:44,42954485783,118.76529,32.07212,16,1048617,1000250,20230715
533,410FFEAFEACA4F7661AAF361CA54610C,1000250,32,2023-07-13 17:23:35,113893210,118.7325511,31.9843511,2023-07-13 17:26:18,84866888,118.73732,31.98334,163,20955,1000250,20230713
534,D6AB3529B4175A42D59BD642933504A4,1000250,32,2023-07-14 08:37:44,84106523,118.908601,32.113921,2023-07-14 08:40:32,84138268,118.91199,32.10161,168,20645,1000250,20230714
535,0CE15DE43E119E1D473B767545936CE9,1000250,32,2023-07-14 16:39:28,113988578,118.73433,32.13693,2023-07-14 16:42:16,180050790,118.736617,32.137701,168,20962,1000250,20230714
536,3BECBC718F1849A80AAD55ABCA43132D,1000250,32,2023-07-13 22:52:28,9276370,0.0,0.0,2023-07-13 22:55:17,180301654,118.80775,31.961998,169,20772,1000250,20230713
537,361E301C9A2E6F786C524F2A7297E140,1000514,32,2023-07-10 11:50:18,42958114843,118.998405,32.168903,2023-07-10 11:50:35,42961588248,118.995,32.16617,17,1048648,1000250,20230710
538,2360CDC42F6ABF5A28BE7AEED8FB7E5D,2100200,44,2023-07-13 07:00:01,9951436,118.84571,32.125484,2023-07-13 07:00:18,9952715,118.821236,32.1231,17,20496,1000250,20230713
539,220B773A99AD101A70C2F4319229D7E0,1000250,32,2023-07-15 17:06:57,160976596,118.680534,31.977581,2023-07-15 17:35:33,180343641,118.6773711,31.9815311,1716,21000,1000250,20230715
540,E27A9B9A13073DF923A501340FE90484,2100550,34,2023-07-13 12:34:37,220537623,118.97139,32.225277,2023-07-13 13:03:36,220537662,0.0,0.0,1739,21005,1000250,20230713
541,F48144BE24A11B1E434934EBEA94FEE7,1000250,32,2023-07-11 16:41:01,230998847,118.7333311,31.983411,2023-07-11 17:10:13,230998841,118.733741,31.995114,1752,20955,1000250,20230711
542,1200D088E5B9BCF9B604AFDC09E4CF47,1000250,32,2023-07-16 06:14:29,84056093,118.781105,32.096439,2023-07-16 06:43:49,84056094,118.781105,32.096439,1760,20989,1000250,20230716
543,9260264E5495BBC6BE959B2FBF6107C0,1000250,32,2023-07-11 08:10:29,84131354,118.77148,32.017616,2023-07-11 08:10:47,230796061,118.77148,32.017616,18,20502,1000250,20230711
544,6E130B94187DC5FE5ABB38C50E474279,1000514,32,2023-07-12 07:17:19,231001879,118.79178,32.118065,2023-07-12 07:17:37,161453765,118.7452111,32.1103211,18,20637,1000250,20230712
545,615DD8581C44C75863B1BDCA86FAE2A0,2100755,44,2023-07-12 11:47:48,9782976,0.0,0.0,2023-07-12 11:48:07,84261693,118.808136,32.092777,19,20989,1000250,20230712
546,0A8F65B54710A5F9315E469CAEB59725,1000250,32,2023-07-13 12:53:25,113838176,118.80848,32.08799,2023-07-13 12:53:44,230706988,118.806514,32.087073,19,20496,1000250,20230713
547,FCCEE0394F88FBCDE24022681901A803,1000250,32,2023-07-14 13:52:27,161351372,118.911005,32.129039,2023-07-14 13:52:46,114039257,118.9126,32.124783,19,20994,1000250,20230714
548,21AD0D0C291D018EF1D10FBD198BC018,1000250,32,2023-07-15 08:25:00,4294967317,0.0,0.0,2023-07-15 08:25:19,26673,118.873146,32.13985,19,20494,1000250,20230715
549,EA66CEA1568DE48D25C08C0ADA179B9F,2100551,34,2023-07-13 18:07:35,9572025,118.7276111,32.0114811,2023-07-13 18:10:48,180196446,118.7298411,32.0157911,193,20769,1000250,20230713
550,320F63EE770A6EE721E2F057FACB8931,1000250,32,2023-07-14 00:00:00,161117889,118.749202,32.013275,2023-07-14 00:32:56,180135038,118.750947,32.013891,1976,20492,1000250,20230714
551,600B7458BF3D201ED8B483B1CC3D8A83,2100210,31,2023-07-15 13:37:04,84694305,118.6457,31.91907,2023-07-15 19:10:03,9729709,118.64382,31.920282,19979,20988,1000250,20230715
552,3A1ACE8BAA1076A80272AD8ADED06E13,2100556,34,2023-07-10 00:01:43,43174469671,0.0,0.0,2023-07-10 00:01:45,84574502,118.7440111,31.9890511,2,1048618,1000250,20230710
553,A3CE3BC86537A65DE0B616C757CFFFBF,1000250,32,2023-07-10 06:21:50,180208217,118.973361,32.131621,2023-07-10 06:21:52,161091795,118.9802,32.13266,2,20957,1000250,20230710
554,326FB950CD942FD51571355156EB9651,1000250,32,2023-07-10 08:48:12,83982143,118.817924,31.970373,2023-07-10 08:48:14,9685206,118.80925,31.97121,2,20993,1000250,20230710
555,59B1949CFC77D9F5DB6D8058CC7B0643,2100210,31,2023-07-10 18:40:07,9446319,118.85102,32.037178,2023-07-10 18:40:09,9494228,0.0,0.0,2,20999,1000250,20230710
556,7174E9063733E75FC5D8B9A85A87911A,1000250,32,2023-07-11 06:43:08,84523851,118.75087,32.076162,2023-07-11 06:43:10,180287063,118.7547211,32.0802311,2,20639,1000250,20230711
557,E99D7538BAA3575D7302B6D8B22CDC3D,1000250,32,2023-07-11 07:11:10,84701742,118.808996,32.101749,2023-07-11 07:11:12,84678180,118.811292,32.102262,2,53518,1000250,20230711
558,F497F871E6C6DA503E5F3BE47F5C6396,1000250,32,2023-07-11 11:08:12,84306777,118.77145,32.01759,2023-07-11 11:08:14,84020543,118.77145,32.01759,2,20492,1000250,20230711
559,77F2BB3F9A301A6EA329FFC56CD268E7,2100851,52,2023-07-11 11:36:26,180266329,118.799576,31.840162,2023-07-11 11:36:28,9387722,118.799576,31.840162,2,20990,1000250,20230711
560,0995ADD286E9DADAA82953717D8E18F3,2100856,52,2023-07-11 13:57:39,84826421,118.95367,32.16631,2023-07-11 13:57:41,220332859,118.961251,32.167051,2,20994,1000250,20230711
561,CD78606BDB567DAF3D8AE9D5961B0F9B,1000250,32,2023-07-11 16:58:21,9513667,118.735886,32.07551,2023-07-11 16:58:23,114148054,118.75416,32.09661,2,20505,1000250,20230711
562,65EAAAE16CE59022771694BE3C88B285,2100373,41,2023-07-11 18:53:49,9555947,118.707782,31.80529,2023-07-11 18:53:51,9659608,118.70555,31.8024,2,21002,1000250,20230711
563,848C501AB5BD46AA5794D6E1AEB1E570,1000250,32,2023-07-11 19:41:05,161026744,118.988503,32.123316,2023-07-11 19:41:07,9688778,118.97925,32.13245,2,20957,1000250,20230711
564,C36564AD120DDD99E30484CA97AA1D9B,1000250,32,2023-07-11 22:02:40,220330817,118.749275,31.96791,2023-07-11 22:02:42,9806513,118.7537611,31.9571711,2,20955,1000250,20230711
565,4178044686123FD36C556F8E798DEBBE,2100730,43,2023-07-12 00:36:00,42961109016,118.70967,31.975,2023-07-12 00:36:02,42951122970,118.71489,31.977385,2,1048654,1000250,20230712
566,B4DCD455E240C3648CFB9ECCA7A65815,1000250,32,2023-07-12 11:09:22,114038486,118.92975,32.10243,2023-07-12 11:09:24,161388734,118.927414,32.103336,2,20957,1000250,20230712
567,1EBC51B84B7167A32E4BE4FE8E0785E7,1000250,32,2023-07-12 17:10:39,180199779,118.720728,32.003556,2023-07-12 17:10:41,84338974,118.721664,32.00511,2,20769,1000250,20230712
568,27258A530531443CB119039B8328F294,1000250,32,2023-07-13 19:31:08,84628771,118.740333,32.061699,2023-07-13 19:31:10,160959682,118.7504205,32.05978,2,20505,1000250,20230713
569,34355189E61304409B9132AE4A543647,1000250,32,2023-07-14 01:01:46,220485173,118.713715,31.94374,2023-07-14 01:01:48,84799513,118.697429,31.952158,2,20988,1000250,20230714
570,67C21EA1A42592096EFCC98D25316098,2100557,34,2023-07-14 05:51:55,220146209,118.7839,32.03695,2023-07-14 05:51:57,83933507,118.78671,32.042866,2,20498,1000250,20230714
571,B3C13891A4D0C8DA61F0D5F079641657,1000250,32,2023-07-14 07:01:31,42954084381,118.73798,31.990211,2023-07-14 07:01:33,42953613339,118.73551,31.99546,2,1048628,1000250,20230714
572,5C9DFF778BF0547F25018924D40C0023,1000250,32,2023-07-14 12:45:16,9331384,118.76794,32.061584,2023-07-14 12:45:18,230839367,118.76612,32.069035,2,20497,1000250,20230714
573,48B6693D8397657F9978597875761DC6,1000250,32,2023-07-14 13:23:21,113893210,118.7325511,31.9843511,2023-07-14 13:23:23,230998820,118.733741,31.995114,2,20955,1000250,20230714
574,B1F7211C166ABB1895ED64E842E5A9DE,2100826,51,2023-07-14 16:19:53,43172417564,0.0,0.0,2023-07-14 16:19:55,42954457115,118.73255,31.984362,2,1048618,1000250,20230714
575,02875D324513393967620933D1B92328,1000250,32,2023-07-14 17:20:39,84155708,118.92471,32.15674,2023-07-14 17:20:41,230709528,118.92471,32.15674,2,20994,1000250,20230714
576,E961A1520978EBCBF824DFEBC3965FCD,1000250,32,2023-07-14 19:04:35,9916858,118.809023,31.930113,2023-07-14 19:04:37,83943497,118.81213,31.93385,2,20964,1000250,20230714
577,ADC516521FC667FD4CFEB339C06BF106,1000250,32,2023-07-14 21:26:38,9876409,118.97184,32.12939,2023-07-14 21:26:40,9688777,118.97925,32.13245,2,20957,1000250,20230714
578,BCF8674DAFDC054118DBA7DF2500AE0C,1000250,32,2023-07-15 17:09:44,84104221,118.76797,32.081085,2023-07-15 17:09:46,9895618,118.748344,32.08862,2,20960,1000250,20230715
579,EA26EC1734EE80FDCC6EA2B3EFD80B0B,2100531,37,2023-07-15 19:02:10,160963290,118.948228,32.148511,2023-07-15 19:02:12,230436379,118.943103,32.154182,2,20994,1000250,20230715
580,F04952503EE3DA238CADC9943E7D8FDE,1000250,32,2023-07-16 11:41:06,180234595,118.794791,32.046581,2023-07-16 11:41:08,180234603,0.0,0.0,2,20635,1000250,20230716
581,FE1CC373EE42D244C6D7AE342DB4EC07,1000250,32,2023-07-16 17:53:31,113981654,118.77992,31.94534,2023-07-16 17:53:33,230935064,118.776505,31.945902,2,20969,1000250,20230716
582,3BF55AEB14245D94D15DA1F65845B753,2100200,44,2023-07-13 10:04:43,114030554,118.683655,31.97701,2023-07-13 10:05:03,230489623,118.741615,32.035378,20,21000,1000250,20230713
583,608E3C74109CB3F96BDCCA593118A51E,1000519,32,2023-07-13 21:30:33,9508289,118.80139,31.940424,2023-07-13 21:33:55,230841637,118.803914,31.940247,202,20964,1000250,20230713
584,81B342F35EB7313CF87990EA27AA12EA,1000513,32,2023-07-13 07:30:18,113931637,118.83168,31.920781,2023-07-13 08:05:05,230738992,118.833252,31.913248,2087,20964,1000250,20230713
585,8B153B697DF747ACD10618A86FA0EB6C,2100557,34,2023-07-13 21:03:58,219038247,118.721825,32.017944,2023-07-13 21:04:19,9470639,118.712091,32.001981,21,21000,1000250,20230713
586,804D7102FAB2F53ACB63ABB8D1D5BC34,1000514,32,2023-07-14 19:56:43,161151155,118.74479,32.15006,2023-07-14 19:57:04,230250526,118.743403,32.159527,21,20962,1000250,20230714
587,011126B684370A489418661659AADEED,2100100,11,2023-07-16 15:41:29,230849048,118.761161,32.093601,2023-07-16 15:41:50,230377040,118.746241,32.09396,21,20961,1000250,20230716
588,DEBF6054D3A41D88464602BC6FFE0958,1000250,32,2023-07-15 07:43:58,113933915,118.79184,32.097088,2023-07-15 07:44:20,220197194,118.7982,32.095818,22,20989,1000250,20230715
589,77005AC99DAEC4972003D9E4B4480292,1000512,32,2023-07-15 10:34:18,230802208,118.778564,32.051617,2023-07-15 10:34:41,230802243,118.7785611,32.0516111,23,20767,1000250,20230715
590,F01D4AE3EDD34E74582CFE2069B9D0AE,1000250,32,2023-07-10 08:15:52,9411258,118.85614,32.09477,2023-07-10 08:19:50,114108376,118.882965,32.103432,238,20493,1000250,20230710
591,789ED9F2934C4263B9C13E7E536D1B9A,1000250,32,2023-07-15 12:00:44,42961039387,119.05987,32.061172,2023-07-15 12:01:08,42956709913,119.07179,32.05517,24,1048591,1000250,20230715
592,ABE2FD045145E765DB9D9B09E542E62E,1000250,32,2023-07-15 12:09:01,43096748062,0.0,0.0,2023-07-15 12:09:25,42956591128,118.802666,32.058537,24,1048601,1000250,20230715
593,E68F98743CFC9851EAC90FC48EDEDFDF,1000513,32,2023-07-13 17:20:29,42962010139,118.80113,31.976042,2023-07-13 17:20:55,42956943383,118.81073,31.98167,26,1048671,1000250,20230713
594,872E8FC4ADBA09871A4C4655479F4765,1000514,32,2023-07-13 22:15:27,113883224,118.7303211,31.9907411,2023-07-13 22:15:53,114200280,118.734071,31.995611,26,20955,1000250,20230713
595,012B3DFCCBD3ED9586511614130D7A73,1000250,32,2023-07-15 14:26:45,220838682,118.7081001,32.18144,2023-07-15 14:27:11,220838680,118.7081001,32.18144,26,20997,1000250,20230715
596,62EAD395101D4C513A9B20C52167BB0D,2100431,22,2023-07-15 17:02:22,178181052,118.87045,31.731615,2023-07-15 17:02:48,178181817,118.87045,31.731615,26,21011,1000250,20230715
597,23936C0878E5EBAE9A6DE541C3602CFA,2100577,33,2023-07-11 14:28:46,219054125,119.03127,32.18241,2023-07-11 15:12:38,228754007,119.037736001,32.1521426677,2632,20994,1000250,20230711
598,221B1DF294F4AB16B5CE25DD4C08D050,2100574,33,2023-07-13 12:27:02,43097260068,0.0,0.0,2023-07-13 12:31:32,43097989150,118.98491,31.60786,270,1048615,1000250,20230713
599,C92376C954AAFB43255457A5677CBA22,2100579,33,2023-07-16 02:20:46,113837153,118.79683,31.99092,2023-07-16 03:06:09,230377497,0.0,0.0,2723,20774,1000250,20230716
600,C051D10D1E5D8DA7C49324A2C80576AF,1000250,32,2023-07-15 07:26:42,9890486,0.0,0.0,2023-07-15 07:31:21,9824687,118.94498,32.123096,279,20506,1000250,20230715
601,5FDF92B7EB88B065D9E02571902173BC,1000250,32,2023-07-13 16:00:39,180270949,118.94086,32.13112,2023-07-13 16:01:08,10013392,118.93343,32.13573,29,20645,1000250,20230713
602,D605A5DB308F0BD90F55EC84204814C8,1000250,32,2023-07-16 19:32:01,9971376,118.7155711,32.0217411,2023-07-16 19:32:30,160978625,118.7171411,32.0190611,29,20769,1000250,20230716
603,36CF5DECA2F37A22C5388C697CBF0B91,2100371,41,2023-07-10 21:47:19,230978879,118.772095,32.018913,2023-07-10 21:47:22,230781506,118.77692,32.01757,3,20638,1000250,20230710
604,FDE5DAB923B723D3E22EA5489BE6EF18,1000250,32,2023-07-11 13:49:49,83940891,118.77683,32.029507,2023-07-11 13:49:52,114010583,118.77683,32.029507,3,20638,1000250,20230711
605,01B906F4634E3E447D5D4B2CCAE47584,1000250,32,2023-07-13 08:26:45,219036440,118.733154,31.993061,2023-07-13 08:26:48,230636313,118.740611,31.9885411,3,20769,1000250,20230713
606,23DE1A9C18AA0C7F433431CC3EA1FACD,2100373,41,2023-07-13 22:17:00,9687506,118.97982,32.11998,2023-07-13 22:17:03,230358057,0.0,0.0,3,20957,1000250,20230713
607,4EE3DE0FFA597F038729F413DF44C096,1000517,32,2023-07-13 22:39:58,84013375,118.77147,32.01761,2023-07-13 22:40:01,113878614,118.77147,32.01761,3,20775,1000250,20230713
608,A1266C05E08A53102F41CC0B51025E23,1000250,32,2023-07-14 14:43:03,84458266,118.74551,31.985458,2023-07-14 14:43:06,84868119,118.74551,31.985458,3,20769,1000250,20230714
609,BF3210BB06A71F47646AB1C479939ACD,2100794,36,2023-07-14 18:29:10,84473634,118.79185,32.048546,2023-07-14 18:29:13,161410502,118.800995,32.044716,3,20996,1000250,20230714
610,032F878F5A724914AF57C4E770FE6434,1000510,32,2023-07-14 20:22:28,9610418,118.82481,31.754625,2023-07-14 20:22:31,9984437,118.82502,31.74131,3,21011,1000250,20230714
611,6CC49819E1B310BE49AB3D41662BABAB,1000250,32,2023-07-15 05:22:29,43218468889,0.0,0.0,2023-07-15 05:22:32,42958151708,118.85205,31.78173,3,1048664,1000250,20230715
612,A4AC2A67C8084C1E20E9962C8B2F4358,1000250,32,2023-07-15 07:24:46,230844952,118.750565,32.02439,2023-07-15 07:24:49,219108127,118.7463911,32.0251411,3,20775,1000250,20230715
613,4C62A07932CFA857F25D177FCC34D573,2100755,44,2023-07-15 11:36:51,4294967317,0.0,0.0,2023-07-15 11:36:54,9997770,118.89472,32.13547,3,20994,1000250,20230715
614,9B536977E5BC13DBEB55E518B9DB7AAD,1000518,32,2023-07-15 13:48:34,230453020,118.853516,32.10333,2023-07-15 13:48:37,9383120,118.8374,32.094257,3,20494,1000250,20230715
615,CC7D45398EA96A5D41DBAD9E0689566D,1000250,32,2023-07-15 16:59:36,42956001304,118.90314,32.11782,2023-07-15 16:59:39,42950717468,118.9072,32.11382,3,1048648,1000250,20230715
616,F541EC55ADD1B1CD4359850B2E69BE01,1000250,32,2023-07-16 13:00:21,84123203,118.796801,31.935471,2023-07-16 13:00:24,178147414,118.796814,31.935478,3,20969,1000250,20230716
617,B21F362C0FAB9EA8F1E6135645FAFE87,1000250,32,2023-07-14 09:56:26,84516131,119.080774,32.189982,2023-07-14 09:56:56,113820630,119.08144,32.19111,30,20994,1000250,20230714
618,FE3F4B29906D23F9D26E25ECB01150E5,1000250,32,2023-07-10 18:24:40,161026990,118.9872221,32.2347221,2023-07-10 18:25:11,220549174,0.0,0.0,31,21005,1000250,20230710
619,FE2EEBBA2C6C44CF1105F824A3E88F67,1000250,32,2023-07-14 17:16:24,84044089,118.91599,32.07586,2023-07-14 17:16:55,9874126,118.91808,32.07261,31,20956,1000250,20230714
620,752A189B251D376F3A3C43B0539810FF,1000250,32,2023-07-14 13:01:41,42951307289,118.778,32.0344,2023-07-14 13:06:51,42962190360,118.77565,32.03664,310,1048610,1000250,20230714
621,F3F79920474FF0068D377CDEE4A7CF60,2100370,41,2023-07-10 16:03:36,84866894,118.73732,31.98334,2023-07-10 16:57:29,178154094,118.73732,31.98334,3233,20955,1000250,20230710
622,A3AB9F5A5C74EFF9B5F7816DBF98A36B,1000250,32,2023-07-14 00:00:00,84586263,0.0,0.0,2023-07-14 08:58:52,160958151,118.753426,32.020184,32332,20775,1000250,20230714
623,3205C99278DC4F668B64139008D78AAE,1000250,32,2023-07-10 12:29:28,231080985,118.7276911,32.0442411,2023-07-10 12:34:56,180278361,118.73135,32.056107,328,20970,1000250,20230710
624,CAB723B3A55F063C6AC61F6887FA7A85,1000250,32,2023-07-11 18:25:05,9885357,118.81655,32.34546,2023-07-11 18:30:39,9866428,118.81321,32.33763,334,20998,1000250,20230711
625,FEB0866D7CEDBBACBDADC053171D200F,1000250,32,2023-07-14 19:38:22,9945014,118.73507,31.993782,2023-07-14 19:44:00,180222299,118.74551,31.985458,338,20769,1000250,20230714
